,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,VWAP,Day_Perc_Change,Trend
49,RCOM,EQ,2017-07-24,24.25,24.3,24.95,24.1,24.85,24.75,24.56,19701090,483926240.4,18762,5520193,28.02,7,2017,21.314666011480348,0.020618556701030855,Slight or No change
50,RCOM,EQ,2017-07-25,24.75,24.85,25.95,24.8,25.6,25.55,25.48,30939505,788459367.9,38646,7274861,23.51,7,2017,21.379720506687384,0.03232323232323231,Slight or No change
51,RCOM,EQ,2017-07-26,25.55,25.75,25.85,25.2,25.65,25.7,25.59,15106273,386558588.85,15634,4607744,30.5,7,2017,21.411879364117915,0.005870841487279899,Slight or No change
52,RCOM,EQ,2017-07-27,25.7,25.75,25.95,25.15,25.75,25.7,25.6,22668898,580349778.0,21441,7982243,35.21,7,2017,21.459249493253807,0.0,Slight or No change
53,RCOM,EQ,2017-07-28,25.7,25.5,26.7,25.2,26.35,26.45,26.24,22469321,589486477.45,25103,4382321,19.5,7,2017,21.513304195750145,0.029182879377431803,Slight or No change
54,RCOM,EQ,2017-07-31,26.45,26.2,26.6,25.65,26.25,26.25,26.16,18081784,472997854.5,16455,4179541,23.11,7,2017,21.554232666734507,-0.007561436672967825,Slight or No change
55,RCOM,EQ,2017-08-01,26.25,26.4,26.55,25.65,25.8,25.8,25.99,8980784,233421813.85,10897,1868999,20.81,8,2017,21.572376094702726,-0.017142857142857126,Slight or No change
56,RCOM,EQ,2017-08-02,25.8,25.8,26.05,24.7,24.8,25.0,25.42,13264344,337244619.6,15520,2808211,21.17,8,2017,21.59387396275709,-0.03100775193798455,Slight or No change
57,RCOM,EQ,2017-08-03,25.0,24.75,24.75,22.85,23.15,23.1,23.46,33210562,779096545.85,42836,6919063,20.83,8,2017,21.617159545145192,-0.07599999999999996,Slight or No change
58,RCOM,EQ,2017-08-04,23.1,23.35,23.65,22.1,23.3,23.3,22.94,20596221,472444811.9,19796,2914605,14.15,8,2017,21.63314171654128,0.008658008658008587,Slight or No change
59,RCOM,EQ,2017-08-07,23.3,23.3,24.1,23.25,23.75,23.9,23.72,10010204,237414767.2,9287,1992633,19.91,8,2017,21.64355703576576,0.025751072961373245,Slight or No change
60,RCOM,EQ,2017-08-08,23.9,24.05,24.1,22.65,23.0,22.9,23.28,13995098,325873770.4,13750,3062651,21.88,8,2017,21.651576459840264,-0.04184100418410042,Slight or No change
61,RCOM,EQ,2017-08-09,22.9,22.85,23.3,22.0,22.2,22.2,22.64,14895690,337303154.4,16584,2188992,14.7,8,2017,21.65527696338834,-0.03056768558951961,Slight or No change
