,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,VWAP,Day_Perc_Change,Trend
62,RCOM,EQ,2017-08-10,22.2,22.4,22.4,20.35,21.55,21.2,21.49,19092243,410273159.9,19891,3839150,20.11,8,2017,21.65137325928221,-0.04504504504504503,Slight or No change
63,RCOM,EQ,2017-08-11,21.2,20.95,21.35,19.9,20.65,20.75,20.72,17576664,364173778.05,21828,3461072,19.69,8,2017,21.644313812778513,-0.021226415094339535,Slight or No change
64,RCOM,EQ,2017-08-14,20.75,20.7,24.75,20.05,23.9,24.1,23.23,54805506,1273353784.95,68046,5685912,10.37,8,2017,21.702853223882073,0.16144578313253022,Slight or No change
65,RCOM,EQ,2017-08-16,24.1,24.0,24.0,22.55,23.25,23.35,23.2,24419101,566544225.0,31390,3447662,14.12,8,2017,21.72016432845802,-0.03112033195020747,Slight or No change
66,RCOM,EQ,2017-08-17,23.35,23.35,23.75,22.9,23.1,23.2,23.33,16257814,379253606.95,18237,2078014,12.78,8,2017,21.730447099906613,-0.0064239828693790635,Slight or No change
67,RCOM,EQ,2017-08-18,23.2,22.9,25.1,22.65,24.1,24.15,24.06,39115103,941160890.5,40135,5033330,12.87,8,2017,21.77023158259184,0.04094827586206895,Slight or No change
68,RCOM,EQ,2017-08-21,24.15,24.1,24.5,23.25,23.4,23.4,23.84,16564924,394916493.2,21212,3357775,20.27,8,2017,21.781501889939022,-0.03105590062111796,Slight or No change
69,RCOM,EQ,2017-08-22,23.4,23.5,24.0,22.65,22.9,22.9,23.27,20863144,485419360.0,20168,2008411,9.63,8,2017,21.791159490826118,-0.021367521367521403,Slight or No change
70,RCOM,EQ,2017-08-23,22.9,22.9,23.25,22.7,23.0,23.05,22.98,13907376,319618130.2,15031,1220396,8.78,8,2017,21.798363556110957,0.0065502183406114245,Slight or No change
71,RCOM,EQ,2017-08-24,23.05,23.0,23.2,22.6,22.95,22.9,22.92,10465137,239834638.5,11728,1166757,11.15,8,2017,21.803087217401494,-0.006507592190889477,Slight or No change
72,RCOM,EQ,2017-08-28,22.9,23.0,23.5,22.95,23.25,23.25,23.29,10510360,244823766.15,11865,1848259,17.59,8,2017,21.80929146693087,0.015283842794759916,Slight or No change
73,RCOM,EQ,2017-08-29,23.25,23.25,23.5,22.4,22.6,22.55,23.0,19376067,445648205.15,18367,2924501,15.09,8,2017,21.81510075270956,-0.03010752688172036,Slight or No change
74,RCOM,EQ,2017-08-30,22.55,22.7,23.05,22.5,22.75,22.7,22.86,13658571,312227886.6,17518,1459144,10.68,8,2017,21.81996610653823,0.006651884700665134,Slight or No change
75,RCOM,EQ,2017-08-31,22.7,22.85,23.5,22.65,23.4,23.3,22.99,15522124,356921833.8,13583,3949529,25.44,8,2017,21.82915647578138,0.026431718061673992,Slight or No change
76,RCOM,EQ,2017-09-01,23.3,23.5,23.95,23.3,23.35,23.45,23.56,11887242,280040891.7,12000,2122934,17.86,9,2017,21.83682782893998,0.006437768240343367,Slight or No change
77,RCOM,EQ,2017-09-04,23.45,23.3,23.35,22.4,22.9,22.8,22.81,12613803,287757791.85,13043,2044662,16.21,9,2017,21.841640920106904,-0.02771855010660973,Slight or No change
78,RCOM,EQ,2017-09-05,22.8,23.1,23.15,22.25,22.7,22.6,22.72,12728914,289215133.2,12274,1945331,15.28,9,2017,21.845445930400288,-0.00877192982456132,Slight or No change
79,RCOM,EQ,2017-09-06,22.6,22.8,22.9,22.3,22.6,22.55,22.6,12845214,290277199.95,17336,1500214,11.68,9,2017,21.848995305213883,-0.0022123893805310324,Slight or No change
80,RCOM,EQ,2017-09-07,22.55,22.6,22.8,22.2,22.3,22.35,22.43,13067482,293069360.6,19967,3273780,25.05,9,2017,21.85154982841725,-0.008869179600886845,Slight or No change
81,RCOM,EQ,2017-09-08,22.35,22.35,22.6,22.0,22.2,22.15,22.25,9269310,206255233.7,16439,1376836,14.85,9,2017,21.852625370645143,-0.008948545861297674,Slight or No change
82,RCOM,EQ,2017-09-11,22.15,22.3,22.5,22.05,22.1,22.1,22.24,7675457,170680714.85,9084,1442437,18.79,9,2017,21.853361363469972,-0.0022573363431149795,Slight or No change
83,RCOM,EQ,2017-09-12,22.1,22.35,23.35,22.0,22.7,22.65,22.58,15278304,344925044.9,15371,2601665,17.03,9,2017,21.858051508410703,0.02488687782805421,Slight or No change
84,RCOM,EQ,2017-09-13,22.65,22.7,23.1,21.2,21.7,21.75,22.35,28608760,639518841.25,31584,3964720,13.86,9,2017,21.856873311037486,-0.039735099337748325,Slight or No change
85,RCOM,EQ,2017-09-14,21.75,21.35,21.75,21.1,21.6,21.55,21.44,20935135,448821052.45,23994,3115805,14.88,9,2017,21.854444065241168,-0.009195402298850519,Slight or No change
86,RCOM,EQ,2017-09-15,21.55,21.55,21.55,19.75,20.4,20.45,20.73,29415254,609818659.8,26649,9365467,31.84,9,2017,21.838994730755598,-0.051044083526682216,Slight or No change
87,RCOM,EQ,2017-09-18,20.45,20.25,20.55,19.9,20.15,20.2,20.15,21450598,432291942.9,50071,5906818,27.54,9,2017,21.82595166270132,-0.012224938875305624,Slight or No change
88,RCOM,EQ,2017-09-19,20.2,20.1,20.7,19.55,20.1,20.1,20.04,22918286,459292145.9,26426,5146417,22.46,9,2017,21.811400536826692,-0.004950495049504844,Slight or No change
89,RCOM,EQ,2017-09-20,20.1,19.65,20.1,19.3,19.75,19.75,19.74,22388972,441975996.3,35054,3891054,17.38,9,2017,21.79456138773385,-0.017412935323383172,Slight or No change
90,RCOM,EQ,2017-09-21,19.75,19.75,21.5,19.6,20.8,20.95,20.78,67554145,1403588693.6,46317,15671491,23.2,9,2017,21.77424566497417,0.060759493670885956,Slight or No change
91,RCOM,EQ,2017-09-22,20.95,20.9,21.25,19.65,19.9,19.85,20.46,43054253,880821178.95,36021,7448358,17.3,9,2017,21.745190853356657,-0.05250596658711204,Slight or No change
92,RCOM,EQ,2017-09-25,19.85,19.9,20.25,19.2,19.65,19.9,19.74,33945009,670192219.0,25363,3574989,10.53,9,2017,21.72348288854046,0.0025188916876572875,Slight or No change
93,RCOM,EQ,2017-09-26,19.9,19.85,20.1,19.55,19.75,19.75,19.79,17811732,352405770.65,12690,3388555,19.02,9,2017,21.71137499277532,-0.007537688442211032,Slight or No change
94,RCOM,EQ,2017-09-27,19.75,19.85,19.95,18.75,19.15,19.05,19.36,27139601,525348902.75,22858,4127523,15.21,9,2017,21.68672608777412,-0.03544303797468351,Slight or No change
95,RCOM,EQ,2017-09-28,19.05,19.15,20.6,18.9,20.5,19.9,19.48,29748725,579455329.0,21927,7851976,26.39,9,2017,21.66876934094615,0.044619422572178324,Slight or No change
96,RCOM,EQ,2017-09-29,19.9,20.4,20.4,19.05,19.2,19.2,19.61,29115900,570965006.55,24642,7161645,24.6,9,2017,21.644722331019754,-0.035175879396984855,Slight or No change
97,RCOM,EQ,2017-10-03,19.2,18.65,18.7,16.75,17.15,17.1,17.52,84656937,1483177297.7,67694,16108234,19.03,10,2017,21.519554873748977,-0.10937499999999989,Slight or No change
98,RCOM,EQ,2017-10-04,17.1,17.1,17.6,16.75,17.3,17.2,17.18,46100337,791795374.6,50452,4394483,9.53,10,2017,21.455728591600117,0.005847953216374213,Slight or No change
99,RCOM,EQ,2017-10-05,17.2,17.0,17.25,16.8,17.05,17.1,17.04,24864059,423577464.3,34032,2565639,10.32,10,2017,21.421290274550376,-0.005813953488371992,Slight or No change
100,RCOM,EQ,2017-10-06,17.1,17.05,17.5,17.0,17.3,17.2,17.22,22785563,392365426.65,45815,3034269,13.32,10,2017,21.390924894342678,0.005847953216374213,Slight or No change
101,RCOM,EQ,2017-10-09,17.2,17.1,17.25,16.75,16.8,16.85,16.97,22476645,381476210.7,16656,5441281,24.21,10,2017,21.35893014328185,-0.02034883720930225,Slight or No change
102,RCOM,EQ,2017-10-10,16.85,16.85,16.9,16.35,16.85,16.7,16.66,23658121,394149699.65,50510,4128256,17.45,10,2017,21.324632803629175,-0.008902077151335397,Slight or No change
103,RCOM,EQ,2017-10-11,16.7,16.75,16.95,15.95,16.2,16.3,16.42,33027854,542445312.35,49404,6940155,21.01,10,2017,21.273519008802886,-0.0239520958083832,Slight or No change
104,RCOM,EQ,2017-10-12,16.3,16.3,16.35,15.9,16.15,16.25,16.13,19313948,311545355.45,13871,3291828,17.04,10,2017,21.243812152222237,-0.0030674846625767804,Slight or No change
105,RCOM,EQ,2017-10-13,16.25,16.25,17.5,16.25,17.0,17.05,16.88,35829306,604810612.5,29210,6819704,19.03,10,2017,21.198304273521803,0.04923076923076919,Slight or No change
106,RCOM,EQ,2017-10-16,17.05,17.2,17.35,16.75,17.0,17.05,17.05,25111919,428279633.95,19240,3612630,14.39,10,2017,21.166993105875463,0.0,Slight or No change
107,RCOM,EQ,2017-10-17,17.05,17.15,17.35,16.7,17.0,17.05,16.99,29103796,494550852.3,17323,8629960,29.65,10,2017,21.13129082696656,0.0,Slight or No change
108,RCOM,EQ,2017-10-18,17.05,16.95,17.0,16.65,16.95,16.8,16.85,17838396,300626870.4,10330,3481820,19.52,10,2017,21.108390744513226,-0.014662756598240456,Slight or No change
109,RCOM,EQ,2017-10-19,16.8,16.9,17.0,16.25,16.35,16.4,16.58,9049260,150050956.3,6006,2497755,27.6,10,2017,21.095796091818006,-0.023809523809523947,Slight or No change
110,RCOM,EQ,2017-10-23,16.4,16.5,17.95,16.45,17.6,17.7,17.47,67983878,1187768557.6,37772,12536551,18.44,10,2017,21.02889900798107,0.0792682926829269,Slight or No change
111,RCOM,EQ,2017-10-24,17.7,18.1,18.2,16.8,16.85,16.95,17.39,43561847,757505688.75,27660,8676776,19.92,10,2017,20.97805250882496,-0.0423728813559322,Slight or No change
112,RCOM,EQ,2017-10-25,16.95,16.95,17.1,16.1,16.55,16.45,16.51,38095441,629067007.2,29964,7794636,20.46,10,2017,20.929222426877836,-0.029498525073746285,Slight or No change
113,RCOM,EQ,2017-10-26,16.45,16.15,16.3,15.65,15.75,15.8,15.96,39293408,626953632.75,28535,12778956,32.52,10,2017,20.872797601227067,-0.03951367781155002,Slight or No change
114,RCOM,EQ,2017-10-27,15.8,15.8,16.25,15.7,16.0,15.9,16.0,22339978,357357918.3,15873,4368608,19.56,10,2017,20.84188932734555,0.006329113924050667,Slight or No change
115,RCOM,EQ,2017-10-30,15.9,16.05,16.1,15.55,15.8,15.75,15.8,23229626,367124029.3,16146,6481961,27.9,10,2017,20.80919182409637,-0.009433962264150941,Slight or No change
116,RCOM,EQ,2017-10-31,15.75,16.55,18.3,16.55,17.15,17.1,17.26,111014103,1915966186.75,76161,15162474,13.66,10,2017,20.698752546385098,0.08571428571428585,Slight or No change
117,RCOM,EQ,2017-11-01,17.1,17.3,17.35,16.75,16.95,17.0,17.01,32763220,557218852.15,18379,5225094,15.95,11,2017,20.666533818946633,-0.005847953216374324,Slight or No change
118,RCOM,EQ,2017-11-02,17.0,16.9,17.45,16.8,17.35,17.3,17.15,33371248,572410988.65,17339,5687803,17.04,11,2017,20.636927409881093,0.01764705882352935,Slight or No change
119,RCOM,EQ,2017-11-03,17.3,17.4,17.45,16.75,16.95,16.9,17.04,28801875,490868861.95,14430,5810865,20.18,11,2017,20.608777188819335,-0.023121387283237094,Slight or No change
120,RCOM,EQ,2017-11-06,16.9,15.8,16.2,15.5,15.85,15.85,15.91,33793987,537627877.65,24339,8168858,24.17,11,2017,20.567084540801986,-0.062130177514792884,Slight or No change
121,RCOM,EQ,2017-11-07,15.85,16.2,16.35,15.3,15.5,15.55,15.81,42904914,678318476.5,25023,9423205,21.96,11,2017,20.511892172051557,-0.018927444794952564,Slight or No change
122,RCOM,EQ,2017-11-08,15.55,15.65,15.95,15.45,15.75,15.6,15.7,25213365,395778137.05,17716,4356436,17.28,11,2017,20.48034200615754,0.003215434083601254,Slight or No change
123,RCOM,EQ,2017-11-09,15.6,15.9,15.95,14.85,15.05,15.0,15.21,30889340,469703453.6,21924,6931159,22.44,11,2017,20.43755280991543,-0.038461538461538436,Slight or No change
124,RCOM,EQ,2017-11-10,15.0,15.0,15.0,13.9,13.95,14.05,14.2,45628038,647939985.45,30709,13956726,30.59,11,2017,20.364723868612028,-0.06333333333333324,Slight or No change
125,RCOM,EQ,2017-11-13,14.05,13.4,13.4,12.05,12.25,12.15,12.48,64598753,806102241.65,45559,18675798,28.91,11,2017,20.234226928373364,-0.13523131672597866,Slight or No change
126,RCOM,EQ,2017-11-14,12.15,12.1,12.4,11.4,11.55,11.6,11.78,73216825,862245868.05,48718,12393734,16.93,11,2017,20.081516868642932,-0.04526748971193417,Slight or No change
127,RCOM,EQ,2017-11-15,11.6,11.4,11.5,9.6,10.35,10.1,10.5,112622356,1182313888.05,57601,18609003,16.52,11,2017,19.8171560537696,-0.1293103448275862,Slight or No change
128,RCOM,EQ,2017-11-16,10.1,9.95,12.1,9.65,12.0,11.7,10.77,173455885,1868002712.5,86409,18713766,10.79,11,2017,19.499025551704182,0.15841584158415833,Slight or No change
129,RCOM,EQ,2017-11-17,11.7,12.45,12.6,11.65,12.3,12.1,12.06,95324984,1149516065.4,53136,12161524,12.76,11,2017,19.3430204402329,0.03418803418803429,Slight or No change
130,RCOM,EQ,2017-11-20,12.1,11.9,12.3,11.45,12.0,12.05,11.9,60410871,718739291.95,32967,6251217,10.35,11,2017,19.24685578967979,-0.004132231404958553,Slight or No change
131,RCOM,EQ,2017-11-21,12.05,12.05,13.75,12.05,13.6,13.5,13.2,160993510,2124534124.2,76942,13310229,8.27,11,2017,19.05176690655421,0.1203319502074689,Slight or No change
132,RCOM,EQ,2017-11-22,13.5,13.6,14.2,13.6,13.95,13.95,13.93,85245194,1187141887.4,46378,8049099,9.44,11,2017,18.961682971601167,0.033333333333333215,Slight or No change
133,RCOM,EQ,2017-11-23,13.95,13.95,14.1,13.45,13.6,13.6,13.71,41097447,563373666.95,23691,4858425,11.82,11,2017,18.916425384124725,-0.02508960573476704,Slight or No change
134,RCOM,EQ,2017-11-24,13.6,13.7,13.95,13.35,13.55,13.55,13.67,33644380,459752726.25,20383,5034610,14.96,11,2017,18.87959702860105,-0.00367647058823517,Slight or No change
135,RCOM,EQ,2017-11-27,13.55,13.5,13.5,13.1,13.4,13.35,13.31,29137460,387814344.55,15040,3292243,11.3,11,2017,18.846926487940284,-0.014760147601476148,Slight or No change
136,RCOM,EQ,2017-11-28,13.35,13.0,13.0,12.1,12.8,12.85,12.73,75481262,960786058.45,35361,7521781,9.97,11,2017,18.7565236122759,-0.03745318352059923,Slight or No change
137,RCOM,EQ,2017-11-29,12.85,13.0,13.35,12.3,12.4,12.45,12.69,61748013,783695764.2,29761,8269810,13.39,11,2017,18.67969829392271,-0.0311284046692607,Slight or No change
138,RCOM,EQ,2017-11-30,12.45,12.25,12.8,12.15,12.55,12.6,12.47,60208761,751077786.45,21335,8037802,13.35,11,2017,18.60833007981464,0.012048192771084265,Slight or No change
139,RCOM,EQ,2017-12-01,12.6,12.75,12.95,12.2,12.3,12.35,12.53,43300888,542707588.95,16132,4769759,11.02,12,2017,18.555937795742537,-0.019841269841269882,Slight or No change
140,RCOM,EQ,2017-12-04,12.35,12.4,12.45,11.35,11.6,11.5,11.82,64791231,765775368.1,26729,6271384,9.68,12,2017,18.46864535063363,-0.06882591093117407,Slight or No change
141,RCOM,EQ,2017-12-05,11.5,11.2,11.5,10.7,11.45,11.35,11.07,80781882,894271535.35,32199,5673198,7.02,12,2017,18.360509614822238,-0.013043478260869601,Slight or No change
142,RCOM,EQ,2017-12-06,11.35,11.35,11.35,10.6,10.75,10.75,11.04,63918770,705518864.75,24364,8059584,12.61,12,2017,18.270121530059658,-0.052863436123347984,Slight or No change
143,RCOM,EQ,2017-12-07,10.75,10.8,11.25,10.8,11.1,11.15,11.06,45027184,497931035.25,19502,5616517,12.47,12,2017,18.211045293563235,0.037209302325581506,Slight or No change
144,RCOM,EQ,2017-12-08,11.15,11.2,12.05,11.15,11.65,11.65,11.67,92804330,1083282595.2,36256,6487916,6.99,12,2017,18.10073199636813,0.04484304932735417,Slight or No change
145,RCOM,EQ,2017-12-11,11.65,11.7,11.9,11.45,11.6,11.6,11.64,30778244,358225767.35,12677,4941883,16.06,12,2017,18.064684280758236,-0.0042918454935623185,Slight or No change
146,RCOM,EQ,2017-12-12,11.6,11.7,11.85,11.5,11.65,11.65,11.61,19136137,222215346.65,9671,2346146,12.26,12,2017,18.042644540301943,0.004310344827586299,Slight or No change
147,RCOM,EQ,2017-12-13,11.65,11.6,11.65,11.1,11.35,11.3,11.42,29526900,337112000.1,11367,3189225,10.8,12,2017,18.007087244299655,-0.030042918454935563,Slight or No change
148,RCOM,EQ,2017-12-14,11.3,11.4,12.1,11.0,11.95,11.9,11.67,62521413,729378930.85,24115,7656059,12.25,12,2017,17.939646721312087,0.05309734513274322,Slight or No change
149,RCOM,EQ,2017-12-15,11.9,12.0,12.1,11.65,11.9,11.85,11.87,36807566,436768723.8,16170,5856295,15.91,12,2017,17.900312286756147,-0.004201680672269004,Slight or No change
150,RCOM,EQ,2017-12-18,11.85,11.95,12.1,11.0,11.85,11.8,11.78,29887258,352217019.15,13804,4354599,14.57,12,2017,17.868484238035553,-0.00421940928270037,Slight or No change
